,Cep,Rua,Bairro,Lat,Lng,latitudes,longitudes
283,58401120,Rua Olegário Maciel,Palmeira,-217648607,-43353901,-7.2117328,-35.8971849
284,58401125,Rua Monte Santo,Palmeira,-228387987,-433166641,-7.2142478,-35.8946695
285,58401130,Rua João Suassuna,Palmeira,-72122617,-35896333,-7.2125778,-35.8956893
286,58401135,Rua Ouro Branco,Palmeira,-235717048,-466625772,-7.2123484,-35.8937515
287,58401145,Rua José Lins do Rego,Palmeira,-234423318,-465113322,-7.2115307,-35.8934477
288,58401150,Rua Desembargador Arquimedes Souto Maior,Palmeira,-7211446500000000,-358936247,-7.2114465,-35.8936247
289,58401160,Rua Desembargador Azevedo,Palmeira,-7209898900000000,-358926755,-7.2105234,-35.8922344
290,58401162,Travessa Desembargador Azevedo,Palmeira,-7209898900000000,-358926755,-7.2105234,-35.8922344
291,58401170,Rua Quintino Bocaiúva,Palmeira,-235498801,-466350802,-7.2128345,-35.8927076
292,58401180,Rua Ouro Branco,Palmeira,-235717048,-466625772,-7.2123484,-35.8937515
293,58401186,Rua Antenor Navarro,Palmeira,-72178552,-35893437,-7.2126406,-35.8911546
294,58401190,Rua Siqueira Campos,Palmeira,-235577468,-496813324,-7.2176251,-35.8915498
295,58401213,Rua Quinze de Novembro,Conceição,-254263762,-4925750670000000,-7.2042344,-35.8949118
296,58401216,Rua Evaristo Pereira da Costa,Conceição,-72085146,-358892142,-7.2085146,-35.8892142
297,58401218,Travessa São Jacinto,Conceição,-7207985400000000,-358877695,-7.2080635,-35.8878442
298,58401220,Rua São Jacinto,Conceição,-228936587,-435807341,-7.2082889,-35.8879827
299,58401222,Travessa Francisco Afonso de Albuquerque,Conceição,-72086011,-358870209,-7.2085543,-35.8868431
300,58401225,Rua Francisco Afonso de Albuquerque,Conceição,-72086011,-358870209,-7.2085543,-35.8868431
301,58401227,Travessa Severino Verônica,Conceição,-7207473,-358869542,-7.2074479,-35.8869493
302,58401230,1ª Travessa Francisco Afonso de Albuquerque,Conceição,-7208901000000000,-358872904,-7.2089304,-35.8873679
303,58401233,2ª Travessa Francisco Afonso de Albuquerque,Conceição,-7208958,-35887357,-7.208958,-35.887357
304,58401236,Rua Henrique Dias,Conceição,-3003307749999990,-512109284,-7.2094525,-35.8880689
305,58401260,Rua Siqueira Campos,Conceição,-235577468,-496813324,-7.21716,-35.8912757
306,58401262,Rua Doutor José Gondim,Conceição,-7209881200000000,-358867455,-7.2098797,-35.8867257
307,58401265,Rua Presidente Epitácio Pessoa,Conceição,-263308671,-488419049,-7.2134062,-35.8891201
308,58401273,Rua Pedro Marreco,Conceição,-72136745,-35887957,-7.2137437,-35.8877578
309,58401276,Rua Raimundo Alves da Silva,Conceição,-7214639399999990,-358856608,-7.2146394,-35.8856608
310,58401279,Rua São Francisco de Assis,Conceição,-234891591,-467416566,-7.2133268,-35.8873253
311,58401282,Rua João da Silva Pimentel,Conceição,-72130686,-358877797,-7.2130686,-35.8877797
312,58401285,Rua Tavares Candeia,Conceição,-72112127,-358867263,-7.2110901,-35.8869489
313,58401288,Rua Índio Piragibe,Conceição,-7123047,-348892795,-7.2121778,-35.8864705
314,58401290,Rua Manoel Sérgio de Oliveira,Conceição,-72127957,-358868266,-7.2127957,-35.8868266
315,58401294,Rua Frei Martinho,Conceição,-229819638,-435031592,-7.2118778,-35.8863131
316,58401296,Rua José P. Soares,Conceição,Nan,Nan,-7.2112718,-35.8855636
317,58401300,Rua Professor Mauro Luna,Conceição,-72131395,-358862197,-7.2131395,-35.8862197
318,58401308,Rua Domingos Sarmento,Conceição,-7213460700000000,-358856391,-7.2134607,-35.8856391
319,58401311,Rua Vigolvino Wanderley,Conceição,-7213883600000000,-358849458,-7.2139221,-35.8849704
320,58401314,Rua Severino Verônica,Conceição,-7207473,-358869542,-7.2074479,-35.8869493
321,58401317,Rua Francisco de Souza Costa,Conceição,-222656382,-461587746,-7.2088093,-35.887801
322,58401320,Rua João Uchôa,Conceição,-7209084499999990,-358863704,-7.2090845,-35.8863704
323,58401323,Rua Sônia Ribeiro,Conceição,-23631322,-466731388,-7.2091742,-35.8849023
324,58401325,Rua Ubiratan de Morais,Conceição,Nan,Nan,-7.2558773,-35.8791248
325,58401328,Rua Franklin Araújo,Conceição,-7209083999999990,-358817736,-7.2090048,-35.8820891
326,58401332,Rua Monteiro Lobato,Conceição,-300535476,-511966282,-7.2102363,-35.8808927
327,58401335,Rua José do Ó,Conceição,-7210930899999990,-358810669,-7.2108559,-35.8813472
328,58401338,Rua Manoel Elias de Castro,Conceição,-72027714,-358825859,-7.2100731,-35.8843013
329,58401340,Rua Professora Luíza de Castro Lago,Conceição,-7211244499999990,-358829025,-7.211269,-35.8828092
330,58401344,Rua Vereador Benedito Mota,Conceição,-72031083,-358815016,-7.2033351,-35.8815554
331,58401347,Rua Doutor Vasconcelos,Conceição,-7204834900000000,-358809103,-7.2113462,-35.8837491
332,58401360,Rua Doutor Vasconcelos,Lauritzen,-7204834900000000,-358809103,-7.2103913,-35.8830823
333,58401363,Rua Redentor,Lauritzen,-229823998,-4320911359999990,-7.2117004,-35.8832777
334,58401366,Rua Pombal,Lauritzen,-235473074,-466783516,-7.2120014,-35.8830315
335,58401369,Avenida Cajazeiras,Lauritzen,-7106002399999990,-348291938,-7.2142363,-35.8833491
336,58401372,Rua Napoleão Laureano,Lauritzen,-23953437,-463478163,-7.2110008,-35.8822814
337,58401375,Travessa Agrimensor José de Brito,Lauritzen,-7213465599999990,-35880725,-7.2134656,-35.880725
338,58401378,Rua Governador Agamenon Magalhães,Lauritzen,-254356,-492300095,-7.2120422,-35.8813566
339,58401384,Rua Estelita Cruz,Lauritzen,-7210484000000000,-35879954,-7.2122837,-35.8804248
340,58401387,Avenida Janúncio Ferreira,Lauritzen,-7215724,-358796017,-7.2154345,-35.879987
341,58401390,Rua Arnaldo de Albuquerque,Lauritzen,-7209087899999990,-358783381,-7.2090879,-35.8783381
342,58401393,Rua Clayton Ismael,Lauritzen,Nan,Nan,-7.2145086,-35.8780718
343,58401396,Rua Agrimensor José de Brito,Lauritzen,-7213465599999990,-35880725,-7.2134656,-35.880725
344,58401399,Rua Antônio Campos,Lauritzen,397441462,-8802676,-7.2127566,-35.8802413
345,58401402,Avenida Manoel Tavares,Lauritzen,-7207237199999990,-358753835,-7.2105145,-35.8762926
346,58401405,Rua Luíza Soares,Lauritzen,-7212534300000000,-358780211,-7.2125343,-35.8780211
347,58401408,Rua Professora Luíza de Castro Lago,Lauritzen,-7211244499999990,-358829025,-7.211269,-35.8828092
348,58401411,Rua José do Ó,Lauritzen,-7210930899999990,-358810669,-7.2111789,-35.8801329
349,58401414,Rua Félix Carolino Barbosa,Lauritzen,-7208189199999990,-358768785,-7.2085383,-35.8769662
350,58401417,Rua Monteiro Lobato,Lauritzen,-300535476,-511966282,-7.2103599,-35.8804242
351,58401420,Rua Franklin Araújo,Lauritzen,-7209083999999990,-358817736,-7.2097748,-35.8791761
352,58401430,Rua Franklin Araújo,Alto Branco,-7209083999999990,-358817736,-7.2091614,-35.8815011
353,58401432,Travessa Franklin Araújo,Alto Branco,-7209083999999990,-358817736,-7.2091614,-35.8815011
354,58401438,Rua Napoleão Laureano,Alto Branco,-23953437,-463478163,-7.2102809,-35.8820852
355,58401448,Travessa General Newton Estilac Leal,Alto Branco,-235319185,-468055852,-7.2082489,-35.881562
356,58401450,Rua Doutor Vasconcelos,Alto Branco,-7204834900000000,-358809103,-7.2048349,-35.8809103
357,58401454,Rua Governador Agamenon Magalhães,Alto Branco,-254356,-492300095,-7.2077089,-35.8802096
358,58401462,Rua Deputado Norberto Leal,Alto Branco,-72077089,-358802096,-7.2077089,-35.8802096
359,58401464,Travessa Norberto Leal,Alto Branco,-72077089,-358802096,-7.2077089,-35.8802096
360,58401470,Rua Estelita Cruz,Alto Branco,-7210484000000000,-35879954,-7.210484,-35.879954
361,58401474,Rua Ordenez Trovão de Melo,Alto Branco,-72074791,-358779075,-7.2074791,-35.8779075
362,58401476,Travessa Ordenez Trovão de Melo,Alto Branco,-72074791,-358779075,-7.2074791,-35.8779075
363,58401480,Rua Arnaldo de Albuquerque,Alto Branco,-7209087899999990,-358783381,-7.2086655,-35.8782204
364,58401485,Rua Félix Carolino Barbosa,Alto Branco,-7208189199999990,-358768785,-7.2085383,-35.8769662
365,58401490,Avenida Manoel Tavares,Alto Branco,-7207237199999990,-358753835,-7.2093303,-35.8759412
366,58401494,Rua Conselheiro Paulo Araújo Soares,Alto Branco,-7206644400000000,-358776818,-7.2066444,-35.8776818
367,58401500,Avenida Manoel Tavares,Alto Branco,-7207237199999990,-358753835,-7.2093303,-35.8759412
368,58401515,Rua Salviano da Costa Agra,Alto Branco,-72044274,-358765194,-7.2052193,-35.8777601
369,58401522,Travessa Mestre Honório,Alto Branco,-72057139,-358757439,-7.203853,-35.8797893
370,58401528,Rua Apolônio Amorim,Alto Branco,-72049822,-358781441,-7.2049822,-35.8781441
371,58401532,Rua Francisco Abílio,Alto Branco,-7204269299999990,-358758436,-7.2041804,-35.8760491
372,58401536,Rua Salviano da Costa Agra,Alto Branco,-72044274,-358765194,-7.2052193,-35.8777601
373,58401540,Rua Manoel Claudino de Lima,Alto Branco,-72040327,-358765266,-7.203853,-35.8797893
374,58401544,Rua Constância Francisca Urtiga,Alto Branco,-72034834,-358761049,-7.2033,-35.876401
375,58401548,Avenida Manoel Tavares,Alto Branco,-7207237199999990,-358753835,-7.2093303,-35.8759412
376,58401562,Rua Francisco Justino do Vale,Alto Branco,-7200638100000000,-358780372,-7.2006381,-35.8780372
377,58401566,Rua Sérgio Rodrigues de Oliveira,Alto Branco,-238134554,-45364033,-7.203853,-35.8797893
378,58401570,Rua Edvaldo Holanda Moreira Borges,Alto Branco,-7200900399999990,-35878679,-7.2008047,-35.8787609
379,58401624,Rua Doutor Vasconcelos,Alto Branco,-7204834900000000,-358809103,-7.2048349,-35.8809103
380,58401627,Rua Doutor Vasconcelos,Alto Branco,-7204834900000000,-358809103,-7.2048349,-35.8809103
381,58401642,Rua Frei Damião de Bozzano,Alto Branco,-22814358,-472007527,-7.2272463,-37.2486734
382,58401644,Rua Maria das Neves Diniz de Oliveira,Alto Branco,Nan,Nan,-7.203853,-35.8797893
383,58401646,Rua Doutor Francisco Nogueira,Alto Branco,-7198945499999990,-358805108,-7.1989455,-35.8805108
384,58401650,Rua Ezequiel Rodrigues de Sousa,Alto Branco,-7199270799999990,-3588133130000000,-7.203853,-35.8797893
385,58401654,Rua Antônio Bezerra Paz,Alto Branco,-71998541,-358814661,-7.1998541,-35.8814661
386,58401658,Rua Miriam de Lourdes Lima,Alto Branco,-72004445,-358814506,-7.2003818,-35.8817248
387,58401682,Rua Jessé Barbosa de Menezes,Alto Branco,-72006897,-358830222,-7.2006585,-35.8831386
388,58401686,Rua Genaro Cavalcante Queiroz,Alto Branco,-7201331700000000,-35882975,-7.2013053,-35.8830839
389,58401690,Rua Manoel Elias de Castro,Alto Branco,-72027714,-358825859,-7.2027714,-35.8825859
390,58401694,Rua Vereador Benedito Mota,Alto Branco,-72031083,-358815016,-7.2031083,-35.8815016
391,58401696,Rua Presidente Roosevelt,Alto Branco,-29765807,-511456934,-7.202108,-35.883554
392,58401698,Rua Capitão Adhemar Maia Paiva,Alto Branco,-7202113099999990,-358835877,-7.2018947,-35.8835294
393,58401700,Rua Higino Macedo Dantas,Alto Branco,-7203164199999990,-358832595,-7.2030951,-35.8835365
394,58401705,Rua Papa Pio X,Alto Branco,-230139134,-469737724,-7.2040618,-35.8840615
395,58401710,Rua Marechal Cândido Rondon,Alto Branco,-249500965,-534639028,-7.2341912,-35.9302152
396,58401714,Rua Henrimar Castro de Oliveira,Alto Branco,-7205789200000000,-358844894,-7.2057499,-35.8846405
397,58401718,Rua Vereador Benedito Mota,Alto Branco,-72031083,-358815016,-7.2031083,-35.8815016
398,58401722,Rua Doutor Vasconcelos,Alto Branco,-7204834900000000,-358809103,-7.2048349,-35.8809103
399,58401726,Rua Deputado Norberto Leal,Alto Branco,-72077089,-358802096,-7.2077089,-35.8802096
400,58401730,Rua Manoel Elias de Castro,Alto Branco,-72027714,-358825859,-7.2027714,-35.8825859
401,58401740,Rua Capitão Adhemar Maia Paiva,Alto Branco,-7202113099999990,-358835877,-7.2018947,-35.8835294
402,58401747,Travessa Severino Verônica,Alto Branco,-7207473,-358869542,-7.2059792,-35.8873383
403,58401748,Rua Francisco Afonso de Albuquerque,Alto Branco,-72086011,-358870209,-7.2085543,-35.8868431
404,58401750,Rua General Newton Estilac Leal,Alto Branco,-235319185,-468055852,-7.2082489,-35.881562
405,58401755,Rua Adauto Travassos de Moura,Alto Branco,-72037062,-358854575,-7.2027523,-35.88506
406,58401760,Rua da Alvorada,Alto Branco,-236019779,-466809311,-7.2035464,-35.8859463
407,58401765,Rua José Batista Chaves,Alto Branco,-72049036,-358868201,-7.203885,-35.8865464
408,58401770,Rua Pedro Bezerra,Alto Branco,-235898941,-467514565,-7.2041335,-35.8871335
409,58401780,Rua Severino Verônica,Alto Branco,-7207473,-358869542,-7.2059792,-35.8873383
410,58402000,Avenida Marechal Floriano Peixoto,Jardim Tavares,-25479955,-492479242,-7.2236868,-35.8930236
411,58402013,Rua Vigário Virgínio,Jardim Tavares,-7216367099999990,-358750987,-7.2163671,-35.8750987
412,58402020,Avenida Manoel Tavares,Jardim Tavares,-7207237199999990,-358753835,-7.2106311,-35.8762031
413,58402022,Rua Manoel Elias de Araújo,Jardim Tavares,-7213954500000000,-358738324,-7.2131688,-35.8721407
414,58402025,Rua Doutor Raif Ramalho,Jardim Tavares,-7213139099999990,-358752385,-7.2131391,-35.8752385
415,58402030,Rua Desembargador Arquilino de Sousa Guimarães,Jardim Tavares,-7213353400000000,-358741303,-7.2134381,-35.8743139
416,58402034,Rua José Alves de Souza,Jardim Tavares,-198714374,-440105996,-7.2122143,-35.8724623
417,58402037,Rua Maria Vieira César,Jardim Tavares,-7212212399999990,-358732253,-7.211919,-35.8726045
418,58402040,Rua Salvino de Oliveira Neto,Jardim Tavares,-72127575,-358729519,-7.2127575,-35.8729519
419,58402045,Rua Nossa Senhora de Lourdes,Jardim Tavares,-229211029,-432546746,-7.2110631,-35.8723546
420,58402050,Rua Joaquim José do Vale,Jardim Tavares,-7210988899999990,-358738111,-7.2104498,-35.8726584
421,58402053,Rua Epaminondas Macaxeira,Jardim Tavares,-7209674499999990,-358728808,-7.209565,-35.8723767
422,58402056,Rua José Silvestre Soares,Jardim Tavares,-7208583099999990,-358721597,-7.2085831,-35.8721597
423,58402060,Rua Buenos Aires,Jardim Tavares,-229039308,-431816902,-7.2084533,-35.8734397
424,58402063,Rua José Alves Sobrinho,Jardim Tavares,-217517606,-433845008,-7.2065926,-35.8710638
425,58402065,Rua João de Souza Barbosa,Jardim Tavares,-7544558899999990,-357061992,-7.2079554,-35.875264
426,58402068,Avenida Manoel Tavares,Jardim Tavares,-7207237199999990,-358753835,-7.2106311,-35.8762031
427,58402070,Rua Clementino Siqueira,Jardim Tavares,-7206238600000000,-358719693,-7.2062386,-35.8719693
428,58402075,Rua Antônio Catão,Jardim Tavares,-7206364899999990,-358739943,-7.2058124,-35.872902
429,58402078,Travessa Antônio Catão,Jardim Tavares,-7206364899999990,-358739943,-7.2058124,-35.872902
430,58402080,Rua Zacarias Lira Pessoa,Jardim Tavares,-72049278,-358709791,-7.2052945,-35.8734052
431,58402085,Avenida Manoel Tavares,Jardim Tavares,-7207237199999990,-358753835,-7.2106311,-35.8762031
432,58402090,Rua Apolônio Amorim,Jardim Tavares,-72049822,-358781441,-7.2050061,-35.876949
433,58402100,Rua Manoel Palu,Jardim Tavares,-72060168,-358736136,-7.2067148,-35.8732326
434,58402120,Rua Otília Pereira da Cunha,Jardim Tavares,-72100664,-358714268,-7.2101431,-35.8713891
435,58402175,Rua Professora Carmem de Abreu Silveira,Jardim Tavares,-72144056,-358654136,-7.2144056,-35.8654136
436,58402200,Avenida Tavares,Jardim Tavares,-14084088,-4844558379999990,-7.2091773,-35.8698765
437,58402216,Rua José Pinto Sobrinho,Jardim Tavares,-7206495800000000,-35869784,-7.2070608,-35.8695219
438,58402300,Rua Álvaro de Araújo Pereira,Jardim Tavares,-7201230199999990,-358723007,-7.2032268,-35.8750829
439,58402548,Avenida Manoel Tavares,Jardim Tavares,-7207237199999990,-358753835,-7.2106311,-35.8762031
440,58402583,Rua Valdemiro Ferreira da Silva,Nações,-72444705,-359167538,-7.2444705,-35.9167538
441,58402587,Vila Santa Cruz,Nações,42026425,230983445,-7.1971764,-35.8793421
442,58402590,Rua Vereador Benedito Mota,Nações,-72031083,-358815016,-7.1968888,-35.8799709
443,58402595,Rua Frei Damião de Bozzano,Nações,-22814358,-472007527,-7.2272463,-37.2486734
444,58402605,Rua Maestro Nelson Ferreira,Nações,-8177342099999990,-349225559,-7.1971232,-35.8817694
445,58402610,Rua Capitão Adhemar Maia Paiva,Nações,-7202113099999990,-358835877,-7.1984459,-35.8826616
446,58402615,Rua Manoel Elias de Castro,Nações,-72027714,-358825859,-7.203037,-35.8826457
447,58402620,Rua José Palhano,Nações,-71965121,-358814861,-7.1965957,-35.8811334
448,58402623,Rua das Castanholas,Nações,-71959963,-358807686,-7.1959963,-35.8807686
449,58402640,Rua Melquíades da Silva Viana,Nações,-7191764399999990,-358822707,-7.1930145,-35.8818157
450,58402650,Avenida das Nações,Nações,-236077583,-466973162,-7.1928788,-35.8804454
451,58402660,Avenida Nicarágua,Nações,205354927,-97461399,-23.1085459,-45.7196633
452,58402663,Avenida Bélgica,Nações,231392208,-823571759,-7.194685,-35.8786239
453,58402666,Avenida Flórida,Nações,Nan,Nan,-7.2259017,-35.8852507
454,58402668,Avenida Nova Zelândia,Nações,-23635355,-464885011,-7.1951968,-35.8794777
455,58402670,Avenida República da Finlândia,Nações,Nan,Nan,-7.1915868,-35.8784268
456,58402673,Rua Áustria,Nações,-235737329,-466793966,-7.1927083,-35.8761448
457,58402676,Avenida República do Líbano,Nações,-23590308,-466644375,-7.1931694,-35.8775736
458,58402680,Avenida Brasil,Nações,296481078,"-9,55729681999999E+015",-7.1940182,-35.8788797
459,58402683,Avenida Iugoslávia,Nações,Nan,Nan,-7.1940257,-35.8791944
460,58402690,Avenida Estados Unidos,Nações,186721903,-684382147,-7.1927105,-35.878081
461,58402700,Avenida Holanda,Nações,-334364583,-705988117,-7.1936214,-35.8788057
462,58402705,Avenida Bulgária I,Nações,363150737,-61533126,-7.0069564,-37.2834792
463,58402710,Avenida Uruguai,Nações,-199513927,-439316673,-6.8493639,-35.4858474
464,58402715,Avenida Itália,Nações,-348857864,-561005031,-7.1936214,-35.8788057
465,58402720,Rua Antônio Maria da Conceição,Nações,-7217027099999990,-3930160410000000,-7.168337,-34.9117972
466,58402730,Rua Cezarina Barbosa de Oliveira,Nações,-71928779,-35881514,-7.1917644,-35.8822707
467,58402733,Rua Professora Zeferina Gaudêncio,Nações,-71925107,-358821749,-7.2339587,-35.8776291
468,58402740,Rua Severina B. Pimenteira,Nações,-71921162,-358826891,-7.1931766,-35.8821737
469,58402743,Rua José Alves,Nações,-234549446,-466290149,-7.2122143,-35.8724623
470,58402747,Avenida Internacional,Nações,324825346,-117003618,-7.190864,-35.881614
471,58402760,Avenida República Francesa,Nações,-347621861,-582600546,-7.18815,-35.877911
472,58402763,Avenida República Federal da Alemanha,Nações,-7186029499999990,-358727619,-7.188801,-35.8776115
473,58402766,Avenida República Portuguesa,Nações,3939987199999990,-8224454,-7.1884899,-35.8787494
474,58402770,Avenida República Árabe da Síria,Nações,-228052,-432076411,-7.1915868,-35.8784268
475,58402790,Avenida Principado de Mônaco,Nações,43746162,7432253,-7.1915868,-35.8784268
476,58402793,Avenida Confederação Suíça,Nações,-7186995500000000,-358767847,-7.1874968,-35.8765834
477,58402797,Avenida República Oriental do Uruguai,Nações,-32522779,-55765835,-7.1915868,-35.8784268
478,58402800,Avenida República Islâmica da Mauritânia,Nações,-71888519,-358775862,-7.1888519,-35.8775862
479,58402820,Avenida Grão-Ducado de Luxemburgo,Nações,Nan,Nan,-7.1915868,-35.8784268
