Cep,Rua,Bairro,Lat,Lng
58430382,Rua João Pontes,Bodocongó,-37457237,-3853135
58430385,Rua João Virgolino Araújo,Bodocongó,-72178819,-359151569
58430390,Rua José de Alencar,Bodocongó,-80631301,-348900348
58430400,Rua João Gomes,Bodocongó,-1301235,-384907534
58430406,Rua Damião José Rodrigues,Bodocongó,-72210328,-359207898
58430410,Rua Manoel Guimarães de Morais,Bodocongó,-7221746400000000,-3591781599999990
58430420,Rua Engenheiro Lourival Andrade,Bodocongó,Nan,Nan
58430430,Rua Severino Lourenço Vaz Ribeiro,Bodocongó,Nan,Nan
58430435,Rua Desportista Elias Mota,Bodocongó,-7223022899999990,-359210994
58430440,Rua Antônio Cavalcanti,Bodocongó,-7222433099999990,-359186564
58430445,Rua Severino Bernardo,Bodocongó,-72217616,-35917091
58430450,Rua Manoel Guimarães de Morais,Bodocongó,-7221746400000000,-3591781599999990
58430460,Rua Antônio Vieira da Rocha,Bodocongó,-7219720499999990,-3591865540000000
58430470,Rua Damião José Rodrigues,Bodocongó,-72210328,-359207898
58430475,Rua Manoel Joaquim Ribeiro,Bodocongó,-72203531,-359194517
58430480,Rua Rita Pereira de Araújo,Bodocongó,-7221029399999990,-359201042
58430485,Rua Pacífico Licarião da Trindade,Bodocongó,-72198289,-3592153
58430490,Rua José do Precipício,Bodocongó,-7219715,-359187469
58430495,Rua João Gomes,Bodocongó,-1301235,-384907534
58430500,Rua Eduardo Ferreira Ramos,Bodocongó,-72185407,-359217813
58430508,Rua Sebastião Capiba,Bodocongó,Nan,Nan
58430510,Rua Francisco Melquíades,Bodocongó,-7218559699999990,-35919767
58430550,Rua Portugal,Bodocongó,-235754896,-466749907
58430552,Travessa Professor João Rodrigues,Bodocongó,-7214903400000000,-359210273
58430558,Travessa Portugal,Bodocongó,-23666533,-465341617
58430560,Rua Professor João Rodrigues,Bodocongó,-7214903400000000,-359210273
58430590,Rua Santa Rosa,Bodocongó,-235413829,-46626864
58430600,Rua Florípedes Coutinho,Bodocongó,-7221923899999990,-3592162310000000
58430602,Travessa Floripes Coutinho,Bodocongó,-72214258,-3592111149999990
58430620,Rua Francisco Adelino de Melo,Bodocongó,-72221717,-3592228
58430623,Rua Doutor José Gregório,Bodocongó,-230357056,-455823952
58430626,Rua Marinaldo Ferreira da Silva,Bodocongó,Nan,Nan
58430643,Rua Francisco da Nóbrega,Bodocongó,-23668906,-467294161
58430645,Rua Jornalista Paulo Brandão Cavalcante,Bodocongó,-7219545999999990,-359229998
58430650,Rua Rubens Dutra Segundo,Bodocongó,-72220494,-359235051
58430655,Rua Elias Fialho de Araújo,Bodocongó,-7222055200000000,-359231713
58430665,Rua Herman Levy de Albuqueque Almeida,Bodocongó,-7220422399999990,-359249216
58430670,Rua Maria Cavalcante da Cruz,Bodocongó,-72220833,-359254408
58430680,Rua Vicente Gomes de Almeida,Bodocongó,-7220156100000000,-35925837
58430690,Rua Nobelino Teixeira de Brito,Bodocongó,-72202976,-359253996
58430695,Rua Áurea do Rego Costa,Bodocongó,-72189529,-359244108
58430700,Rua Rosiélio Gomes Porto,Bodocongó,Nan,Nan
58430705,Rua Severino Ramos de Freitas,Bodocongó,-7218485399999990,-359243655
58430710,Rua Luiz Motta,Bodocongó,-7220293799999990,-359239322
58430732,Travessa Vicente Gomes de Almeida,Bodocongó,-7220156100000000,-35925837
58430735,Rua Alzira Guedes Pinheiro,Bodocongó,-7214997299999990,-359266338
58430745,Rua Manoel Mota,Bodocongó,-72110211,-359377418
58430750,Rua Luiz Malheiros,Bodocongó,-72125785,-359260521
58430768,Rua José Marinho Falcão,Bodocongó,-72126981,-359235548
58430790,Rua Maria Gonçalves de Melo,Bodocongó,-7209265100000000,-359243743
58430800,Avenida Juvêncio Arruda,Bodocongó,-7210778499999990,-359188328
58430850,Rua Brigadeiro Eduardo Gomes,Bodocongó,-155941608,-561056022
58430992,Sítio Salgadinho,,-7260935399999990,-359500337
58431005,Rua Manoel Tenório de Souza,Novo Bodocongó,-72075388,-359160618
58431010,Rua João Souto Maior,Novo Bodocongó,-234872483,-465852961
58431040,Avenida Juvêncio Arruda,Novo Bodocongó,-7210778499999990,-359188328
58431042,Travessa Juvêncio Arruda,Novo Bodocongó,-7210778499999990,-359188328
58431060,Rua Francisco Afonso,Novo Bodocongó,-7215275300000000,-359263317
58431063,Rua Santa Terezinha,Novo Bodocongó,-300406869,-5121007909999990
58431070,Rua Compositor Rosil Cavalcante,Novo Bodocongó,-7207810599999990,-359242592
58431080,Rua Maria Gonçalves de Melo,Novo Bodocongó,-7209265100000000,-359243743
58431090,Rua Joaquim Mendonça Costa,Novo Bodocongó,Nan,Nan
58431100,Rua Abdias da Silva Campos,Novo Bodocongó,-7205938600000000,-35924209
58431110,Rua Severina da Conceição,Novo Bodocongó,-7204494500000000,-3592489320000000
58431140,Rua Fábio Adelino da Cunha,Novo Bodocongó,-72042407,-359263177
58431145,Rua Amélia Campos,Novo Bodocongó,Nan,Nan
58431150,Rua José Lino da Costa,Novo Bodocongó,-224405575,-454379575
58431155,Rua Acari,Novo Bodocongó,-58246866,-352182409
58431210,Rua São José,Novo Bodocongó,-229046253,-431744762
58431220,Rua Santa Tereza,Novo Bodocongó,Nan,Nan
58431230,Rua São Tiago,Novo Bodocongó,-234394718,-465202917
58431235,Rua Santo Antônio,Novo Bodocongó,-235519758,-466455744
58431410,Rua Baraúnas,Novo Bodocongó,-7209418299999990,-359166485
58431420,Avenida Ministro Alcides Carneiro,Novo Bodocongó,-720532,-359047671
58431425,Rua José Trajano de Lima,Novo Bodocongó,-72019876,-359142553
58431428,Rua José Rodrigues,Novo Bodocongó,-255138132,-493098161
58432000,Rua Engenheiro Lourival Andrade,Dinamérica,Nan,Nan
58432010,Rua Nossa Senhora de Fátima,Dinamérica,411597924,-8624965699999990
58432013,Rua Emilia Rosa Cardoso,Dinamérica,Nan,Nan
58432015,Rua José Bronseado Filho,Dinamérica,Nan,Nan
58432017,Rua José Araújo Barbosa,Dinamérica,-7233998,-359195492
58432020,Rua Cecília Nunes de Oliveira,Dinamérica,-7259299800000000,-359205958
58432022,Travessa Cecília Nunes de Oliveira,Dinamérica,-7259299800000000,-359205958
58432023,Rua Severino Candido de Menezes,Dinamérica,-7232310699999990,-359179327
58432027,3ª Travessa Beira Rio,Dinamérica,-128642107,-384618683
58432030,Rua São Mateus,Dinamérica,-80355029,-349350473
58432045,Rua Antônio José Santiago 2,Dinamérica,-72295831,-359133838
58432070,Rua Sandro Marques de Araújo,Dinamérica,-72314185,-359163532
58432090,Travessa Antônio José Santiago,Dinamérica,-72298775,-3591398119999990
58432100,Rua José Gonçalves Sobrinho,Dinamérica,-204580589,-546362724
58432120,Avenida Marechal Floriano Peixoto,Dinamérica,-25479955,-492479242
58432130,Rua Lúcia de Fatima Gayoso Villarim,Dinamérica,Nan,Nan
58432133,Rua Maria Luíza N. Alencar,Dinamérica,-206834805,-437954642
58432140,Rua José Teodoro de Oliveira,Dinamérica,-240462379,-523680084
58432170,Rua José Sebastião da Silva,Dinamérica,-7239570100000000,-3590234290000000
58432180,Rua José da Costa e Silva,Dinamérica,414577469,-8289769999999990
58432190,Rua Dinamérica Correia,Dinamérica,-7237546399999990,-359109712
58432200,Rua José Evangelista de Oliveira,Dinamérica,-72389043,-359123933
58432300,Rua Tranquilino Coelho Lemos,Dinamérica,-72374024,-359178378
58432325,Rua Eliza Ferreira Catão,Dinamérica,-7237673699999990,-3591905029999990
58432330,Rua João Basílio Silva Filho,Dinamérica,-7238142,-359190244
58432335,Rua Miguel Seabra Fagundes,Dinamérica,-7237004,-359187121
58432338,Rua Manoel Patricio Sobrinho,Dinamérica,-72365739,-359188899
58432350,Rua Nileide Martins Soares,Dinamérica,-7238565099999990,-359188259
58432355,Rua Maria Ribeiro Machado,Dinamérica,-7238991200000000,-359186682
58432360,Rua Doutor João Arlindo Correia,Dinamérica,-7238142,-359190244
58432365,Rua Décio Pedrosa de Vasconcelos,Dinamérica,-7240152699999990,-3591879309999990
58432380,Rua José Agostinho do Nascimento,Dinamérica,-7238565099999990,-359188259
58432383,Rua Patrício Leal de Melo,Dinamérica,-7240194499999990,-359174788
58432386,Rua Mário Martins Raposo,Dinamérica,-72406538,-359173339
58432390,Rua José Praeiro dos Santos,Dinamérica,-72410798,-359171891
58432430,Rua Alberto Santos,Dinamérica,-240133632,-464355154
58432438,Rua Rosa Lopes da Silva,Dinamérica,-235131752,-463744349
58432440,Rua Anália Ribeiro Dias,Dinamérica,-7241765099999990,-359120444
58432445,Rua Wilson César de Souza,Dinamérica,-7241348599999990,-359127435
58432448,Rua Maria Gomes de Souza,Dinamérica,-7242099700000000,-359129184
58432450,Rua Maria do Socorro Targino de Araújo,Dinamérica,-72423059,-359133846
58432455,Rua Carmem Lúcia Costa Paulino,Dinamérica,-7242512799999990,-359138517
58432460,Rua Iara Amaral,Dinamérica,-228974213,-43546827
58432465,Rua Suênia Pereira Neves,Dinamérica,-7243725100000000,-3591332269999990
58432480,Rua Ana Cavalcante,Dinamérica,-7186929500000000,-348451884
58432485,Rua Alice de Oliveira Gonzaga,Dinamérica,-7243695400000000,-359148714
58432490,Rua Galdina Barbosa Silveira,Dinamérica,-72440214,-359151855
58432500,Rua João Clementino dos Santos,Malvinas,-72447363,-35916126
58432506,Rua Pedro Francisco do Nascimento,Malvinas,-72420223,-359182199
58432508,Rua Antônio Barbosa de Medeiros,Malvinas,-72430254,-359203128
58432511,Rua Tereza Nicolau Cavalcante,Malvinas,-7242766199999990,-359199617
58432513,Rua Professor Humberto de Castro,Malvinas,Nan,Nan
58432515,Rua Alceu Amoroso Lima,Malvinas,-230032624,-433269795
58432518,Rua Manoel Ayres de Queiroz,Malvinas,-7242599299999990,-359189824
58432520,Rua João Henrique Pereira Leite,Malvinas,-72432635,-359190713
58432523,Rua Margarida Maria Alves,Malvinas,-237032498,-466142026
58432527,Rua do Canal,Malvinas,-235101904,-466043618
58432532,Rua Francisco Alves Reis,Malvinas,-7244109600000000,-35918582
58432537,Rua Horácio Batista Carneiro,Malvinas,-7244568600000000,-359183255
58432540,Rua Maria Anunciada Sena Santos,Malvinas,-72440732,-359169823
58432543,Rua Valdomiro Ferreira da Silva,Malvinas,-72444705,-359167538
58432545,Rua José Marques Ferreira,Malvinas,-72449415,-359166288
58432548,Rua Pedro Victor Sampaio,Malvinas,-7245396500000000,-359165364
58432550,Rua Júlia Araújo Lima,Malvinas,-7245841299999990,-359165055
58432553,Rua Antônio Gomes Pereira,Malvinas,-300518058,-5288134280000000
58432560,Rua Nivaldo Henriques de Oliveira,Malvinas,-72455709,-359182102
58432562,Rua Querubina Sales de Sousa,Malvinas,-72454994,-359187606
58432565,Rua Zerife Abraão Árabe,Malvinas,-7246,-359186614
58432568,Rua Zina de Araújo Lima,Malvinas,Nan,Nan
58432570,Avenida Francisco Lopes de Almeida,Malvinas,-72485785,-35922856
58432581,Rua Corretor José Carlos Fonseca de Oliveira,Malvinas,-7244944499999990,-3592108109999990
58432587,Rua das Juremas,Malvinas,-7246827300000000,-359208755
58432590,Rua dos Juazeiros,Malvinas,-7246793899999990,-359215833
58432593,Rua das Quixabeiras,Malvinas,-724482,-359216107
58432596,Rua dos Facheiros,Malvinas,-7246363899999990,-359217623
58432599,Rua dos Jucás,Malvinas,-6514205599999990,-395188111
58432606,Rua das Jabuticabeiras,Malvinas,-235924409,-467014733
58432609,Rua dos Xique-Xiques,Malvinas,-72449637,-359230978
58432612,Rua dos Melões de São Caetano,Malvinas,-72457168,-359242703
58432615,Rua das Pitombeiras,Malvinas,-236417052,-466422684
58432618,Rua das Oiticicas,Malvinas,-3807509,-385364764
58432621,Rua dos Cumarus,Malvinas,-7246611199999990,-3592407000000000
58432624,Rua dos Pereiros,Malvinas,406514944,-8586626599999990
58432627,Rua das Catingueiras,Malvinas,-72472614,-359230896
58432630,Rua dos Umbuzeiros,Malvinas,-129810766,-384610117
58432633,Rua Maliças,Malvinas,-7247221700000000,-35924351
58432636,Rua dos Cardeiros,Malvinas,-72479686,-359237936
58432639,Rua das Macambiras,Malvinas,-72483146,-359241159
58432649,Rua João Ernesto B. de Holanda,Malvinas,Nan,Nan
58432654,Rua Gilson Bezerra de Sousa,Malvinas,-7249414900000000,-359256336
58432659,Rua Maurílio Silva Santos,Malvinas,-72490091,-359258194
58432664,Rua Olindina Pedro Santos,Malvinas,Nan,Nan
58432667,Rua Querubina Pereira dos Santos,Malvinas,-7248544799999990,-359270863
58432672,Rua Cornélio Jacinto da Silva,Malvinas,-7247724000000000,-359263465
58432677,Rua Lídia Batista Marques,Malvinas,-7247698700000000,-359274329
58432685,Rua Conceição B. Santiago,Malvinas,-72466392,-359269034
58432688,Rua Tibúrcio Batista da Silva,Malvinas,-72464531,-35927313
58432691,Rua Quitéria Batista da Silva,Malvinas,-72466313,-359278711
58432700,Rua Maria do Carmo de Oliveira,Malvinas,-72466313,-359278711
58432702,Rua Zoé Brito Silva,Malvinas,-7244165499999990,-359283634
58432705,Rua das Jabuticabeiras,Malvinas,-235924409,-467014733
58432708,Rua Valdair Pequeno de Melo,Malvinas,-7242734799999990,-359284829
58432711,Rua Engenheiro Demétrio de Almeida Filho,Malvinas,-7244098200000000,-359282062
58432714,Rua Artur Correia de Brito,Malvinas,-7243816400000000,-35927542
58432717,Rua Poeta Manoel Camilo dos Santos,Malvinas,-72425601,-359280484
58432720,Rua Carlos Antônio da Costa,Malvinas,-72423201,-359286699
58432722,Rua Aldenice Araújo Duarte,Malvinas,-7240564999999990,-35929363
58432724,Rua Doutor Hindenburgo Nunes de Figueiredo,Malvinas,-228044623,-432043762
58432726,Rua Ângela de Albuquerque Ramos,Malvinas,-7242408699999990,-359276399
58432728,Rua Carlos Formiga Pereira,Malvinas,-7242408699999990,-359276399
58432737,Rua João Rufino Ribeiro,Malvinas,-72402864,-359274658
58432740,Rua Frei Pascoal,Malvinas,-7240114199999990,-359270464
58432745,Rua das Umburanas,Malvinas,-7244595100000000,-359262148
58432750,Rua Gerivaldo Luna de Oliveira,Malvinas,-72440775,-359258984
58432753,Rua Luiz Vidal de Negreiros,Malvinas,-72439027,-359254949
58432758,Rua das Pitombeiras,Malvinas,-236417052,-466422684
58432761,Rua Teodomiro Freire Dias,Malvinas,-7244067999999990,-359244451
58432764,Rua José de Paiva Maia,Malvinas,-7243884099999990,-359240234
58432767,Rua dos Xique-Xiques,Malvinas,-72449637,-359230978
58432770,Rua Jamila Abrahão Jorge,Malvinas,-72414065,-359240506
58432772,Travessa Jamila Abrahão Jorge,Malvinas,-7241732000000000,-3592259620000000
58432774,Rua das Aroeiras,Malvinas,-236465901,-4654129710000000
58432776,Rua das Craibeiras,Malvinas,-72425931,-35924544
58432779,Rua dos Marmeleiros,Malvinas,385407128,-88572796
58432782,Rua das Coroas de Frade,Malvinas,-7242026199999990,-359255516
58432785,Rua dos Avelozes,Malvinas,-7240984600000000,-359242346
58432788,Rua José Carlos de Assis Almeida,Malvinas,-7241256599999990,-359256
58432791,Rua das Pitombeiras,Malvinas,-236417052,-466422684
58432794,Rua Severino Alves da Fonseca,Malvinas,-7240162199999990,-359258438
58432800,Rua Antônio Francisco Alves,Malvinas,-217305682,-413092692
58432803,Rua Elza Maria de Carvalho Lira,Malvinas,-72392671,-3592545680000000
58432809,Avenida Marechal Floriano Peixoto,Malvinas,-25479955,-492479242
58432812,Rua das Gogóias,Malvinas,-7238673599999990,-359244968
58432815,Rua dos Pinhões,Malvinas,-7239038400000000,-359243332
58432818,Rua das Cambebas,Malvinas,-7239449700000000,-359241688
58432820,Rua dos Pau d'Arcos,Malvinas,-7240484,-359254638
58432823,Rua Boa Vista,Malvinas,-235460083,-4663352159999990
58432826,Rua das Palmas,Malvinas,-235072853,-465971949
58432835,Rua Maestro Nestor Gomes Santiago,Malvinas,-7242190099999990,-35921924
58432838,Rua dos Caruás,Malvinas,-222157005,-547913277
58432842,Rua Jafe Medeiros,Malvinas,-7242599599999990,-359217427
58432862,Rua Estela Costa,Malvinas,-236586271,-467491881
58432868,Rua Francisco Xavier da Silva Júnior,Malvinas,-7239198899999990,-3592166750000000
58432870,Avenida Plínio Lemos,Malvinas,-7221409599999990,-359293602
58432873,Rua José da Silva Amorim,Malvinas,Nan,Nan
58432877,Rua Irmã Inês,Malvinas,-166640012,-4919019609999990
58432883,Rua Maria de Fátima,Malvinas,-236960127,-465421418
58432886,Rua Elvira Carmem Silva,Malvinas,-72374385,-359218228
58432890,Rua Antônio Barbosa de Melo,Malvinas,-72372219,-359214188
58432893,Rua Áustria,Malvinas,-235737329,-466793966
58432896,Rua Engenheiro Jorge Luís Alves de Sousa,Malvinas,-7236887899999990,-359205846
58433086,Rua José Wilton G de Figueiredo,Malvinas,-7236121199999990,-3593111469999990
58433089,Rua José Cartaxo Loureiro,Malvinas,-72357041,-359301512
58433092,Rua Euridíce da Costa Lucena,Malvinas,-723605,-359295056
58433095,Rua Joana Guedes de Moura,Malvinas,-7235722399999990,-359291245
58433097,Rua Antonio Leite de Andrade,Malvinas,-7235038400000000,-35928902
58433099,Rua Emilinha Borba,Malvinas,-7235024699999990,-35928414
58433106,Rua Cabaceiras,Malvinas,-128888803,-384739183
58433112,Rua Garanhuns,Malvinas,-58282568,-352369937
58433115,Rua Moisés Silva Ventura,Malvinas,-7233459799999990,-359312558
58433118,Rua Cícero Alves de Brito,Malvinas,-72333246,-359308223
58433121,Rua Pedro Gonçalves de Sousa,Malvinas,-72332306,-359303735
58433124,Rua José Moisés Medeiros Neto,Malvinas,-7232551,-359225071
58433127,Rua José Paulo da Silva,Malvinas,-269138584,-486626456
58433130,Rua Pedro Maciel Ferreira,Malvinas,-72334976,-359293901
58433133,Rua Pinta Marinho Santiago,Malvinas,-7232141299999990,-359296281
58433135,Rua Santarém,Malvinas,-235456153,-466745007
58433137,Rua Patos,Malvinas,-155813777,-561132283
58433140,Rua Guarapari,Malvinas,-228702675,-433417706
58433146,Rua Penedo,Malvinas,-232414764,-459119564
58433148,Rua Ilhéus,Malvinas,-235468228,-466753168
58433150,Rua Itabuna,Malvinas,-235372377,-467745425
58433152,Rua Olinda,Malvinas,-300153121,-511993671
58433155,Rua Parnaíba,Malvinas,-25421881,-492791631
58433175,Rua Vila Velha,Malvinas,-198974199,-440184564
58433178,Rua Floriano,Malvinas,-6769075099999990,-430196849
58433181,Rua Crato,Malvinas,-228396663,-432912903
58433184,Rua Sobral,Malvinas,-236894582,-465254665
58433187,Rua Caicó,Malvinas,-23534073,-465043978
58433190,Rua Mossoró,Malvinas,-57877636,-352000207
58433195,Avenida Plínio Lemos,Malvinas,-7221409599999990,-359293602
58433207,Rua Kleber Freire da Cruz,Malvinas,-72179099,-358552275
58433210,Rua Vicente Barros Brandão,Malvinas,-72358031,-359219237
58433213,Rua Doutor José de Alencar Nunes Moreira,Malvinas,-72353239,-359219449
58433216,Rua Maria Pequeno de Lucena,Malvinas,-7235532399999990,-359235815
58433219,Rua José Gomes Filho,Malvinas,-127202179,-601491566
58433222,Rua José Clemente Azevedo,Malvinas,-7234406199999990,-359232519
58433225,Rua Frei Geraldo,Malvinas,-200360903,-442178972
58433233,Rua Maria Barbosa de Albuquerque,Malvinas,-72320355,-359232917
58433236,Rua José Zacarias da Costa,Malvinas,-7231636699999990,-359229146
58433238,Rua Professora Maria Augusta Mendonça,Malvinas,-723221,-359221351
58433241,Rua Doutor Luiz Marcelino de Oliveira,Malvinas,-72314641,-359219583
58433243,Travessa Frei Dagoberto,Malvinas,-7233921199999990,-3592055819999990
58433245,Rua Engenheiro Lourival Andrade,Malvinas,Nan,Nan
58433262,Rua Pedro Mariano de Melo,Malvinas,-7229071599999990,-359249953
58433264,Rua Bacharel Plínio Lúcio Souto Lima,Malvinas,Nan,Nan
58433266,Rua Maria Barbosa de Albuquerque,Malvinas,-72320355,-359232917
58433269,Rua Leonardo Costa Vasconcelos,Malvinas,-7230485099999990,-359244038
58433272,Rua José Zacarias da Costa,Malvinas,-7231636699999990,-359229146
58433275,Rua Professora Maria Augusta Mendonça,Malvinas,-723221,-359221351
58433278,Rua Doutor Luiz Marcelino de Oliveira,Malvinas,-72314641,-359219583
58433281,Rua Guarabira,Malvinas,-228941837,-432817348
58433284,Rua Frei Dagoberto,Malvinas,-72302223,-359219873
58433287,Rua Doutor Eduardo Correia Lima,Malvinas,-7230597100000000,-359213513
58433290,Rua Sebastião Martins de Oliveira,Malvinas,-72308192,-359206246
58433310,Rua Cícera Cecília Feitosa,Malvinas,-7228716400000000,-359252143
58433313,Rua Olívia Catão de Lucena,Malvinas,-7228324999999990,-359254608
58433326,Rua Joana Guedes de Aquino,Malvinas,-7227446,-359263122
58433329,Rua Rita dos Santos Araújo,Malvinas,Nan,Nan
58433336,Rua Francicleide de Souza Oliveira,Malvinas,-7227087000000000,-359243328
58433339,Rua Agar do Egito Araújo,Malvinas,-7227099999999990,-359238071
58433343,Rua Urbana Alves Gomes,Malvinas,-7228708299999990,-359221259
58433345,Rua Oberdan Alves Gomes,Malvinas,-72282825,-359228082
58433348,Rua Albertina Ramos de Amorim,Malvinas,-72277713,-359227978
58433350,Rua Manoel Sabino Filho,Malvinas,-7227317799999990,-359229202
58433353,Rua Walfredo Gomes de Araújo,Malvinas,-7226863299999990,-359226327
58433360,Rua Joaquim Amorim Júnior,Malvinas,-7226409100000000,-359222831
58433363,Rua Edvirges Pereira de Araújo,Malvinas,-7227367600000000,-359219089
58433370,Rua Florípedes Coutinho,Malvinas,-7221923899999990,-3592162310000000
58433373,Rua José Vitorino da Silva,Malvinas,-72258974,-359214835
58433376,Rua Josinete Oliveira Alves,Malvinas,-7225520500000000,-359213739
58433382,Rua José Paulino da Costa,Malvinas,-214401866,-459484447
58433385,Rua José Braga Lira,Malvinas,-7224667299999990,-359222051
58433388,Rua Professora Maria Dias Ramos,Malvinas,-72246107,-359226457
58433395,Rua João Sérgio de Almeida,Malvinas,-72231841,-359173136
58433397,Rua Manoel Francisco Mendes,Malvinas,-229275874,-470696927
58433403,Rua Luiz Motta,Malvinas,-7220293799999990,-359239322
58433405,Rua Marinaldo Vitorino Batista Filho,Malvinas,-72226179,-359245183
58433408,Rua Januário Lacerda,Malvinas,-72240643,-359250059
58433410,Rua Maria Cavalcante da Cruz,Malvinas,-72220833,-359254408
58433413,Rua Ana Paula Ramos de Medeiros,Malvinas,-7225014199999990,-359254751
58433415,Rua José Mota,Malvinas,-39023243,-386776102
58433418,Rua Vicente Gomes de Almeida,Malvinas,-7220156100000000,-35925837
58433420,Rua Armanda Amorim Pereira,Malvinas,-7224856600000000,-359264744
58433423,Rua Bonifácio Gomes de Araújo,Malvinas,-7224948,-359269639
58433426,Rua Severino Ramos de Medeiros,Malvinas,Nan,Nan
58433430,Rua Mário Rodrigues Coura,Malvinas,-7223385299999990,-359264368
58433433,Rua Hipólito de Araújo,Malvinas,-254445821,-492525118
58433435,Rua José de Araujo,Malvinas,-236578437,-467602342
58433437,Rua Severina Santa Sales,Malvinas,-7219857999999990,-358686138
58433440,Rua Tereza Nêuma Pedrosa,Malvinas,-72251502,-359274268
58433443,Rua Bonifácio Pedro Teixeira,Malvinas,-72257093,-3592741669999990
58433445,Rua Protásio Pereira,Malvinas,Nan,Nan
58433453,Rua José de Anchieta Queiroz,Malvinas,-7203544699999990,-359023844
58433455,Rua Francisco Eufrasino da Silva,Malvinas,-7225336899999990,-359296089
58433458,Rua Arthur de Franca Gameleira,Malvinas,Nan,Nan
58433470,Rua Doutor Paulo Acácio Galvão,Malvinas,-7226944399999990,-359290275
58433473,Rua José Bernardo Ferreira,Malvinas,-72272918,-359287975
58433475,Rua Geminiano Crispim de Farias,Malvinas,-7227674699999990,-359285399
58433478,Rua Maria Adilis de Azevedo,Malvinas,Nan,Nan
58433480,Rua José de Souza,Malvinas,-52050923,-373342111
58433483,Rua Pedro Lira Leite,Malvinas,-7228907299999990,-359278833
58433485,Rua Raimundo Luz,Malvinas,-7229311200000000,-359277254
58433488,Rua Martinho Lutero,Malvinas,-236242254,-467666067
58433490,Rua Caicó,Malvinas,-23534073,-465043978
58433492,Rua Poeta Antônio Barbosa,Malvinas,-7230176899999990,-35927324
58433496,Rua Baltazar Rodrigues dos Anjos,Malvinas,-7231496099999990,-359268121
58433505,Rua Maria Furtado Pereira,Malvinas,-72309398,-359281636
58433508,Rua Maria Procópio Vieira,Malvinas,-72311089,-359285874
58433525,Rua Cherumbina Sales de Souza,Malvinas,-72313124,-359311403
58433528,Rua Professora Maria Helena de Menezes,Malvinas,Nan,Nan
58433530,Rua Germiniano de Azevedo Melo,Malvinas,-72306347,-35930027
58433532,Rua Maria da Guia Muniz Albuquerque,Malvinas,-72299691,-359319165
58433535,Rua Francisco Queiroga de Alencar,Malvinas,-7230170999999990,-359301554
58433540,Rua Rostand Mota da Silveira Eulálio,Malvinas,-7229638,-359307032
58433545,Rua Jornalista Evandro Barros,Malvinas,-109354258,-370662353
58433553,Rua Severino Matias da Silva,Malvinas,-7229737,-359288674
58433558,Rua Inácia Vitorino de Araújo,Malvinas,-7228989400000000,-35929416
58433570,Rua Antônio Vieira de Queiroga,Malvinas,-7228720299999990,-359308236
58433573,Rua Severino Marques de Oliveira,Malvinas,-7259659199999990,-358988135
58433578,Rua Enfermeiro João Valdevino Alves,Malvinas,-72273233,-359314336
58433580,Rua José Bulcão da Silva,Malvinas,-7227220199999990,-359308705
58433583,Rua Inês de Lima Rodrigues,Malvinas,-72273596,-359304048
58433585,Rua João Amaro de Lima,Malvinas,-72274243,-359298976
58433590,Rua Caicó,Malvinas,-23534073,-465043978
58433595,Rua Severino Lopes Barbosa,Malvinas,-72246253,-359300165
58433610,Rua Almany José Tavares de Melo,Malvinas,Nan,Nan
58433615,Rua Engenheiro José Hemerson de Almeida Barreto,Malvinas,-7224666699999990,-359309266
58433700,Rua Washington Alves Gomes,Ramadinha,-7220989299999990,-359263498
58433703,Rua José Moraes,Ramadinha,Nan,Nan
58433706,Rua Josepha Filomena de Almeida,Ramadinha,-72223443,-359268405
58433709,Rua Vereador Manoel Figueiredo,Ramadinha,-7220624399999990,-359268123
58433712,Rua Maria do Carmo Marques dos Santos,Ramadinha,Nan,Nan
58433715,Rua Cabo Romualdo Brito Figueiredo,Ramadinha,Nan,Nan
58433718,Rua Sindicalista Maria Ednalva B. de Lima,Ramadinha,-7220014600000000,-359277431
58433721,Rua Leonel Medeiros,Ramadinha,-7221662899999990,-359277648
58433724,Rua Comerciante Diogenes Donato,Ramadinha,-72209118,-359282374
58433730,Rua General Abreu e Lima,Ramadinha,-8033575599999990,-348992676
58433733,Rua Maria Dalva de Almeida Uchoa,Ramadinha,-7221827999999990,-359291935
58433736,Rua Lynaldo Cavalcanti de Albuquerque,Ramadinha,-7221408499999990,-359293577
58433739,Rua Rildo Cavalcante Fernandes,Ramadinha,-7220716399999990,-359289198
58433742,Rua José Marcio Fernandes da Silva,Ramadinha,-7220349799999990,-3592922600000000
58433745,Rua Radialista Severino Quirino,Ramadinha,-72203409,-359277654
58433750,Avenida Plínio Lemos,Ramadinha,-7221409599999990,-359293602
58433752,Rua Ulisses Alves Araújo,Ramadinha,-7219697799999990,-359296116
58433755,Rua Ester Noronha Caracas,Ramadinha,-7219888399999990,-359291554
58433758,Rua Fábio da Costa Viana,Ramadinha,-72200207,-359286932
58433760,Rua Ana Brito Figueiredo,Ramadinha,-7219322999999990,-359277531
58433763,Rua Arquelau da Costa Guimarães,Ramadinha,-72188854,-359289886
58433766,Rua Brasilina Gervásia,Ramadinha,-7218842599999990,-359269262
58433769,Rua Severina de Almeida Castro,Ramadinha,-7218219599999990,-359261037
58433772,Rua Bacharel Jordão Moreira da Silva,Ramadinha,-7218414799999990,-359290357
