Cep,Rua,Bairro,Lat,Lng
58411046,Rua Doutor Gilvan Barbosa,Itararé,-7253573200000000,-35877398
58411050,Rua Nely de Medeiros Oliveira,Itararé,Nan,Nan
58411052,Rua Major Souza Santos,Itararé,-7252444999999990,-358776054
58411055,Rua Doutor Aroldo Cruz,Itararé,-72529304,-358772051
58411058,Rua Severino Fernandes de Oliveira,Itararé,-7250931500000000,-358766277
58411060,Rua Júlio Ferreira Tavares,Itararé,-7250356300000000,-358774147
58411065,Rua João Silveira Guimarães,Itararé,-72518062,-358777334
58411070,Rua Vigário Calixto,Itararé,-7243378,-358791049
58411075,Rua Doutor Romero Borborema de Souza,Itararé,-72545085,-358774871
58411078,Rua Hênio Azevedo,Itararé,Nan,Nan
58411100,Rua Professor Antônio Mangabeira,Itararé,-72510891,-358801452
58411108,Rua Pedro Clementino,Itararé,-7250671,-358804062
58411110,Rua José Montano Leite,Itararé,-7250282700000000,-358808361
58411112,Rua Francisco Alves Pereira,Itararé,-234614304,-46668356
58411114,Rua Manoel Alves de Oliveira,Itararé,-7249951299999990,-358810307
58411116,Rua Wilson Gonçalves de Oliveira,Itararé,Nan,Nan
58411118,Rua José Félix da Silva,Itararé,-236037263,-466251012
58411120,Rua Professora Maria José Lira,Itararé,-7251343100000000,-358834422
58411125,Avenida Saulo Correia Meneses,Itararé,-72548236,-358827306
58411130,Rua Professor Emílio Araújo Chaves,Itararé,-72534336,-358837802
58411135,Rua Rita Alves Ramos,Itararé,-72534809,-35884462
58411140,Rua Manoel Paulino,Itararé,-7120364500000000,-348488092
58411143,Rua Afonso Pereira Gonzaga,Itararé,-72536288,-358857057
58411145,Rua do Juá,Itararé,-23612661,-466354209
58411150,Rua Pedro Soares da Silva,Itararé,-7254406800000000,-358839797
58411153,Rua Sinhazinha Celino,Itararé,-7255220199999990,-358852634
58411160,Avenida João Wallig,Itararé,-300210294,-511638536
58411170,Avenida João Wallig,Distrito Industrial,-300210294,-511638536
58411190,Avenida José Hamilton Alves,Distrito Industrial,Nan,Nan
58411194,Rua Maria Vera Lúcia da Costa,Distrito Industrial,-7261215099999990,-359025435
58411197,Rua José Vieira de Souza,Distrito Industrial,-275159853,-486493247
58411200,Rua Arnóbio Muniz de Albuquerque,Distrito Industrial,-72606917,-359001366
58411203,Travessa Arnóbio Muniz de Albuquerque,Distrito Industrial,-7261912399999990,-359015939
58411210,Rua Raul Seixas,Distrito Industrial,-198973118,-439981763
58411212,Rua Rosa Farias Dantas,Distrito Industrial,-7258532499999990,-359010038
58411217,Rua Farmacêutico João Nóbrega,Distrito Industrial,-72568419,-359005236
58411220,Rua Edésio Leitão,Distrito Industrial,Nan,Nan
58411235,Rua João Joviano de Medeiros,Distrito Industrial,-72584046,-358996545
58411240,Rua Augusto Severiano,Distrito Industrial,-7259659199999990,-358988135
58411255,Rua Tânia Margarida Aires Maciel,Distrito Industrial,-72594083,-358967702
58411260,Rua Joseph Noury,Distrito Industrial,-7260358699999990,-35897406
58411263,Rua Manoel Ferreira de Lima,Distrito Industrial,-223387424,-491134002
58411266,Rua Salvino Figueiredo Neto,Distrito Industrial,-72632938,-358952673
58411330,Avenida Francisco Amaro de Lima,Distrito Industrial,-7262234599999990,-359020574
58411340,Avenida Henrique Alexandrino de Melo,Distrito Industrial,Nan,Nan
58411350,Rua Severino Procópio de Souto,Distrito Industrial,-72666441,-358929138
58411360,Rua Doutor Cláudio Porto,Distrito Industrial,Nan,Nan
58411365,Rua Capitão Aldano,Distrito Industrial,-7263857,-358917212
58411370,Avenida Aeroclube,Distrito Industrial,-20451328,-546397233
58411375,Rua Radialista Geraldo Batista,Distrito Industrial,Nan,Nan
58411390,Rua Francisco Januário de Lacerda,Distrito Industrial,-71896049,-359034685
58411400,Rua Josefa de Morais Maia,Distrito Industrial,-7263857,-358917212
58411406,Rua Maria da Conceição Cunha,Distrito Industrial,-7258602799999990,-359016974
58411420,Rua Herbert Muller,Distrito Industrial,-7260111999999990,-358900638
58411430,Rua Euvaldo Lodi,Distrito Industrial,-16656351,-492433098
58411435,Rua Severino Cavalcanti de Albuquerque,Distrito Industrial,Nan,Nan
58411450,Avenida Jornalista Assis Chateaubriand,Distrito Industrial,-7286331199999990,-358894251
58411500,Rua Barão de Mauá,Distrito Industrial,-234729778,-465305213
58411550,Rua Doutor Manoel de Abreu,Distrito Industrial,-236323123,-465594532
58411560,Rua Doutor Djalma Herculano Porto,Distrito Industrial,-7258805100000000,-358829517
58411570,Rua José Ermírio de Moraes,Distrito Industrial,-234485229,-46614878
58411600,Avenida Senador Argemiro de Figueiredo,Distrito Industrial,-72574081,-358770437
58414000,Avenida Professor Almeida Barreto,Liberdade,-72292383,-358978557
58414010,Rua Minas Gerais,Liberdade,-235545204,-466640652
58414013,Rua Belarmino da Silva Amorim,Liberdade,-72302146,-358925478
58414020,Rua Santa Filomena,Liberdade,-237037028,-465509114
58414025,Rua Rio Grande do Sul,Liberdade,-199223726,-439464224
58414030,Rua Espírito Santo,Liberdade,-235682808,-466305701
58414035,Rua Santa Catarina,Liberdade,411534775,-8604749199999990
58414040,Rua Sergipe,Liberdade,-199330183,-43936921
58414042,Rua Santa Maria,Liberdade,326479337,-169009359
58414043,Rua Rio Grande do Norte,Liberdade,-199339148,-439316212
58414050,Rua São Paulo,Liberdade,-235568322,-46629797
58414055,Rua Martins Júnior,Liberdade,-234864488,-467018247
58414058,Rua Paraíba,Liberdade,-199329758,-43932744
58414060,Avenida Jornalista Assis Chateaubriand,Liberdade,-7286331199999990,-358894251
58414063,Rua Dom Anselmo de Pietrula,Liberdade,-285046256,-490544364
58414070,Rua Martins Júnior,Liberdade,-234864488,-467018247
58414075,Rua São Paulo,Liberdade,-235568322,-46629797
58414080,Rua Rio de Janeiro,Liberdade,-199264516,-439406569
58414082,Travessa Bahia,Liberdade,-109161419,-370713701
58414085,Rua Pernambuco,Liberdade,-235424442,-466620512
58414090,Rua Bahia,Liberdade,-235479181,-466607109
58414100,Rua Alagoas,Liberdade,-199338841,-439357743
58414103,Rua Santa Joana,Liberdade,406375931,-86079896
58414105,Rua Pará,Liberdade,-235488552,-466595169
58414110,Rua Pedro Leal,Liberdade,-7235355900000000,-358863766
58414120,Rua Gilberto Pereira,Liberdade,-7234928099999990,-35892853
58414125,Travessa Getúlio Cavalcante,Liberdade,-7245114800000000,-358942268
58414132,1ª Travessa Doutor Edésio Silva,Liberdade,-7233560799999990,-3589324149999990
58414134,2ª Travessa Doutor Edésio Silva,Liberdade,-7233560799999990,-3589324149999990
58414140,Rua Riachuelo,Liberdade,-229149302,-431868086
58414142,Travessa Riachuelo,Liberdade,-229553984,-465443185
58414150,Rua Severino Pimentel,Liberdade,-72425051,-358937133
58414152,1ª Travessa Severino Pimentel,Liberdade,-7234050700000000,-358947241
58414154,2ª Travessa Severino Pimentel,Liberdade,-7234050700000000,-358947241
58414160,Rua Odon Bezerra,Liberdade,-7235946800000000,-358929891
58414200,Rua Almirante Barroso,Liberdade,-239577951,-463366119
58414203,Praça Geralda de Fátima Maia Paiva,Liberdade,-7253627499999990,-359247727
58414205,Rua Waldeci Bento da Silva,Liberdade,Nan,Nan
58414208,Rua Josefina Maria da Conceição,Liberdade,-72396593,-358987413
58414213,Rua Josef Thomas,Liberdade,-7241431400000000,-358994398
58414215,Rua Pastor João Noberto da Silva,Liberdade,-72408916,-35899522
58414218,Rua Virgílio Pereira da Silva,Liberdade,-217832721,-434096634
58414220,Rua José Dorotéia Dutra,Liberdade,-72409422,-358985434
58414225,Rua Pedro Brasil,Liberdade,-7242788099999990,-358978654
58414227,Travessa Pedro Brasil,Liberdade,-7242788099999990,-358978654
58414230,Rua Manoel Leonardo Gomes,Liberdade,-7246136999999990,-358968072
58414233,Rua Severino Galileu,Liberdade,-7245346899999990,-358962207
58414235,Rua Jovino Sobreira de Carvalho,Liberdade,-7245259399999990,-3589556
58414238,Rua Cassiano Pereira,Liberdade,-72459025,-358948293
58414240,Rua Nereu Pereira,Liberdade,-7214725999999990,-358955291
58414245,Rua Getúlio Cavalcante,Liberdade,-7245114800000000,-358942268
58414255,Rua Doutor Edésio Silva,Liberdade,-7243096100000000,-358921015
58414260,Rua Acre,Liberdade,-22899155,-4318141809999990
58414280,Avenida Amazonas,Liberdade,-53677886,-491081623
58414285,Rua Prefeito Antônio Luiz Coutinho,Liberdade,-7244442200000000,-358884102
58414288,Rua Maranhão,Liberdade,-235442514,-466576258
58414300,Rua Papa João XXIII,Liberdade,-29955923,-510935435
58414315,Rua Manoel de Freitas Ramos,Liberdade,-72446872,-358981712
58414317,Rua João Martins Guimarães,Liberdade,-72419106,-358998231
58414320,Rua Jesuíno Alves Correia,Liberdade,-72459677,-35898362
58414330,Rua Augusto Borborema,Liberdade,-72457174,-358990943
58414340,Rua José Flor,Liberdade,-72420582,-359003778
58414345,Rua Idelfonso Souto Maior,Liberdade,-7243276499999990,-358996478
58414350,Rua Manoel do O. Júnior,Liberdade,-72451072,-358998723
58414355,Rua Professora Djanira Tavares da Silva,Liberdade,-72449751,-359005606
58414363,Rua José Pequeno,Liberdade,-148709261,-408469499
58414366,Rua José Gonçalves Lucena,Liberdade,-72483673,-359008672
58414400,Rua Pedro Leal,Tambor,-7235355900000000,-358863766
58414403,Rua João Quirino,Tambor,-72350337,-358795405
58414410,Rua Guilhermino Barbosa,Tambor,-7236978199999990,-358854811
58414425,Rua Cônsul Joseph Noujaim Habib Nacad,Tambor,-72383438,-358839706
58414440,Rua João Batista da Silva,Tambor,-235559436,-4639397839999990
58414452,Rua Claudino Gabino de Oliveira,Tambor,-72460122,-358887443
58414455,Rua Aprígio Pereira Nepomuceno,Tambor,-7243500999999990,-358954198
58414460,Rua Sergipe,Tambor,-199330183,-43936921
58414465,Rua Pedro Otávio de Farias Leite,Tambor,-72449416,-358926445
58414470,Rua Santa Catarina,Tambor,411534775,-8604749199999990
58414490,Rua Inácio Clementino de Souza,Tambor,-72483279,-358880506
58414493,Rua Prefeito Antônio Luiz Coutinho,Tambor,-7244442200000000,-358884102
58414495,Rua Maurício Travassos Moura,Tambor,-72496683,-358885538
58414500,Avenida Jornalista Assis Chateaubriand,Tambor,-7286331199999990,-358894251
58414520,Rua Vinte e Quatro de Maio,Tambor,-22902193,-432610434
58414530,Rua Venezuela,Tambor,-199515926,-439364837
58414532,2ª Travessa Venezuela,Tambor,326483686,-169366862
58414534,1ª Travessa Venezuela,Tambor,-7248730299999990,-358860128
58414536,Praça Maurício Moura,Tambor,Nan,Nan
58414540,Rua Professor João Pessoa de Araújo,Tambor,-71768106,-348791238
58414550,Rua Nova,Tambor,426017456,-55737181
58414562,1ª Travessa Teotonio Inácio de Sousa,Tambor,Nan,Nan
58414563,2ª Travessa Laura Maria de Lima,Tambor,-7252875400000000,-358863474
58414566,4ª Travessa do Juá,Tambor,-72561843,-358860392
58414567,5ª Travessa do Juá,Tambor,-72561843,-358860392
58414580,Rua do Tambor,Tambor,-72535551,-358867556
58414582,1ª Travessa Sebastião Moreno dos Santos,Tambor,Nan,Nan
58414584,2ª Travessa José Teixeira Alves Filho,Tambor,-7254869100000000,-358864373
58414590,Rua Maria Gomes Carneiro,Tambor,-7251237999999990,-358910549
58414595,Rua Roberto Cavalcante Albuquerque,Tambor,-72525833,-358940182
58414600,Rua Pedro Silva,Tambor,-276137318,-485857858
58414625,Rua Manoel Viriato de Sousa,Tambor,-72538645,-358892241
58414645,Rua Orlando Cavalcante de Oliveira,Tambor,-72558167,-358880698
58414650,Rua Raimundo da Silva Ribeiro,Tambor,-7256732100000000,-358902827
58414660,Rua Jânio Lopes,Tambor,-72561114,-3588964199999990
58414663,Rua Deputado Antonio Ivo de Medeiros,Tambor,Nan,Nan
58414665,Rua Manoel Alves do Nascimento,Tambor,-7255823100000000,-358908339
58414670,Rua Espírito Santo,Tambor,-235682808,-466305701
58414675,Rua Joaquim Vieira de Miranda,Tambor,Nan,Nan
58414690,Rua Severino Gaudêncio,Tambor,-7256383599999990,-358919137
58414700,Avenida João Wallig,Tambor,-300210294,-511638536
58414710,Avenida Aeroclube,Tambor,-20451328,-546397233
58414732,Rua Damião José de Farias,Tambor,Nan,Nan
58414735,Rua Laurindo Pereira,Tambor,-235478063,-4626366429999990
58414740,Rua Evandro Verissimo de Lima,Tambor,-72542299,-35894084
58414743,Rua Salomão Pereira de Almeida,Tambor,-72535705,-3589324490000000
58414750,Rua Getúlio Cavalcante,Tambor,-7245114800000000,-358942268
58414770,Rua José Firmino da Silva,Tambor,-72533384,-358945744
58415000,Avenida João Wallig,Jardim Paulistano,-300210294,-511638536
58415002,Rua Salvino Figueiredo Neto,Jardim Paulistano,-72632938,-358952673
58415003,Rua Manoel Ferreira de Lima,Jardim Paulistano,-223387424,-491134002
58415010,Rua João Monteiro,Jardim Paulistano,-228740622,-433712239
58415015,Rua Manoel Ferreira,Jardim Paulistano,-229773674,-432284605
58415020,Rua José Mendes,Jardim Paulistano,-234777767,-474529598
58415030,Rua Mestre Inácio,Jardim Paulistano,-20496819,-474016785
58415040,Rua Mestre Humberto,Jardim Paulistano,-72560131,-358954184
58415045,Rua João Carolino,Jardim Paulistano,-223024496,-538230679
58415050,Rua Laurindo Pereira,Jardim Paulistano,-235478063,-4626366429999990
58415055,Rua Manoel Enéas Figueiredo Filho,Jardim Paulistano,-7256412,-358968173
58415065,Rua Flávio Veloso,Jardim Paulistano,-7257097199999990,-358970953
58415068,Rua José Alves,Jardim Paulistano,-234549446,-466290149
58415070,Rua Moisés Rodrigues,Jardim Paulistano,-7255180899999990,-358983068
58415075,Rua José Luiz Guimarães,Jardim Paulistano,-72557158,-358987601
58415085,Rua Henrique Martins de Oliveira,Jardim Paulistano,-235440421,-4664739669999990
58415093,Praça Afonso Agra Filho,Jardim Paulistano,-72556356,-358973386
58415125,Rua Luzia M. da Nóbrega,Jardim Paulistano,Nan,Nan
58415140,Rua Pedro Silva,Jardim Paulistano,-276137318,-485857858
58415142,Rua Pedro Ferreira dos Santos,Jardim Paulistano,-23139874,-47040919
58415145,Rua Roberto Cavalcante Albuquerque,Jardim Paulistano,-72525833,-358940182
58415150,Rua Doutor Ventura,Jardim Paulistano,-72522053,-358967086
58415153,Rua Gabriel Chabo,Jardim Paulistano,-7250743699999990,-358952592
58415155,Rua Sebastião Lucena de Castro,Jardim Paulistano,-7251628999999990,-358956288
58415158,Rua Tertuliano Pereira Barros,Jardim Paulistano,-72513093,-3589566930000000
58415160,Rua Capitão Pedro Francisco Macedo,Jardim Paulistano,-7251651000000000,-35896104
58415163,Rua Joana de Albuquerque Silveira,Jardim Paulistano,-7250639199999990,-358957545
58415168,Rua João Siqueira Luna,Jardim Paulistano,-7249964599999990,-358959525
58415170,Rua Professora Natalícia Ramos Vieira,Jardim Paulistano,-72505577,-3589742580000000
58415172,Rua Prefeito Anfrísio Ribeiro de Brito,Jardim Paulistano,-8123048599999990,-34903348
58415180,Rua Valdemiro Rodemilson da Cunha,Jardim Paulistano,Nan,Nan
58415183,Rua José de Sousa Irmão,Jardim Paulistano,-72516307,-35897732
58415185,Rua José Batista da Silva,Jardim Paulistano,-234886685,-4658880509999990
58415190,Rua Frei Tito,Jardim Paulistano,-199200277,-440716896
58415198,Rua Manoel Walfredo de Carvalho,Jardim Paulistano,-7250181799999990,-358979879
58415200,Rua Camila Abraão Jorge,Jardim Paulistano,-7249899,-358989142
58415202,Rua Diomedes Pereira Tabosa,Jardim Paulistano,-7248139699999990,-358971746
58415220,Rua Augusto Borborema,Jardim Paulistano,-72457174,-358990943
58415225,Rua Jesuíno Alves Correia,Jardim Paulistano,-72459677,-35898362
58415230,Rua Severino Maia Muniz,Jardim Paulistano,-72482162,-358976497
58415240,Rua Isaac Catão,Jardim Paulistano,-72487251,-358949515
58415245,Rua José Firmino da Silva,Jardim Paulistano,-72533384,-358945744
58415247,Praça Florinda da Silva Colaço,Jardim Paulistano,-72495934,-358958646
58415248,Rua José Carlos da Silva,Jardim Paulistano,-233309811,-467496958
58415250,Rua Professor Ariel de Oliveira,Jardim Paulistano,-72502472,-358928808
58415255,Rua Maria Gomes Carneiro,Jardim Paulistano,-7251237999999990,-358910549
58415260,Rua Santa Catarina,Jardim Paulistano,411534775,-8604749199999990
58415262,Rua Maurício Travassos Moura,Jardim Paulistano,-72496683,-358885538
58415265,Rua Espírito Santo,Jardim Paulistano,-235682808,-466305701
58415270,Rua Doutor Edésio Silva,Jardim Paulistano,-7243096100000000,-358921015
58415275,Rua Riachuelo,Jardim Paulistano,-229149302,-431868086
58415280,Rua Severino Pimentel,Jardim Paulistano,-72425051,-358937133
58415285,Rua Francisco Ernesto do Rego,Jardim Paulistano,-7247401000000000,-358977479
58415290,Rua Getúlio Cavalcante,Jardim Paulistano,-7245114800000000,-358942268
58415295,Rua Cassiano Pereira,Jardim Paulistano,-72459025,-358948293
58415300,Rua Pedro Otávio de Farias Leite,Jardim Paulistano,-72449416,-358926445
58415305,Rua Jovino Sobreira de Carvalho,Jardim Paulistano,-7245259399999990,-3589556
58415310,Rua Aprígio Pereira Nepomuceno,Jardim Paulistano,-7243500999999990,-358954198
58415315,Rua Severino Galileu,Jardim Paulistano,-7245346899999990,-358962207
58415320,Rua Manoel Leonardo Gomes,Jardim Paulistano,-7246136999999990,-358968072
58415325,Rua Pedro Brasil,Jardim Paulistano,-7242788099999990,-358978654
58415340,Rua Pedro Brasil,Cruzeiro,-7242788099999990,-358978654
58415343,Rua Manoel de Freitas Ramos,Cruzeiro,-72446872,-358981712
58415346,Rua Jesuíno Alves Correia,Cruzeiro,-72459677,-35898362
58415348,Travessa Jesuíno Alves Correia,Cruzeiro,-72459677,-35898362
58415350,Rua Luiz Travassos Moura,Cruzeiro,-72464165,-358989879
58415353,Travessa Luiz Travassos de Moura,Cruzeiro,-72464165,-358989879
58415355,Rua Luiz Ferreira da Silva,Cruzeiro,-236811539,-465597283
58415360,Rua Augusto Borborema,Cruzeiro,-72457174,-358990943
58415363,Rua Manoel do O. Júnior,Cruzeiro,-72451072,-358998723
58415366,Rua Gasparino Barreto,Cruzeiro,-7245899100000000,-359011301
58415368,Travessa Gasparino Barreto,Cruzeiro,-7244912999999990,-3590024
58415369,3ª Travessa Professora Djanira Tavares,Cruzeiro,-7246254799999990,-359002394
58415370,Rua Professora Djanira Tavares da Silva,Cruzeiro,-72449751,-359005606
58415371,2ª Travessa Professora Djanira Tavares,Cruzeiro,-7246254799999990,-359002394
58415373,Travessa Professora Djanira Tavares,Cruzeiro,-72461882,-359000796
58415375,Rua José Gonçalves Lucena,Cruzeiro,-72483673,-359008672
58415378,Travessa Augusto Borborema,Cruzeiro,-72489025,-358997974
58415380,2ª Travessa Augusto Borborema,Cruzeiro,-72473804,-358992088
58415384,Rua Clóvis Agra Brandão de Queiroz,Cruzeiro,-7250120399999990,-358988736
58415385,Rua Maria José de Farias,Cruzeiro,-7249968200000000,-358993541
58415387,Rua Frei Tito,Cruzeiro,-199200277,-440716896
58415388,Rua Camila Abraão Jorge,Cruzeiro,-7249899,-358989142
58415390,Rua José Braz do Rego,Cruzeiro,-72503363,-358997777
58415395,Rua Orlando Antônio de Lima,Cruzeiro,-72519947,-358998696
58415440,Rua José Luiz Guimarães,Cruzeiro,-72557158,-358987601
58415441,Rua Henrique Martins de Oliveira,Cruzeiro,-235440421,-4664739669999990
